id,job_title,work_type,workplace,company_name,company_page,experience_level,yrs_of_exp,address,city,country
1652,Sales Analyst - Dubai,Full Time,UnKnown,SunRice Group,https://wuzzuf.net/jobs/careers/sunrice-group-united-arab-emirates-128279,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1653,Sales Analyst - Power BI,Full Time,On-site,Fine Hygienic Holding,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Experienced,3 - 5 Yrs of Exp,6th of October,Giza,Egypt
1654,Sales Associate,Full Time,UnKnown,Richemont,https://wuzzuf.net/jobs/careers/richemont-united-arab-emirates-128523,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
1655,Sales Back Office,Full Time,On-site,Fine Hygienic Holding,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Entry Level,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1656,Sales Back Office (Hurghada),Full Time,On-site,Fine Hygienic Holding,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Entry Level,1 - 3 Yrs of Exp,Hurghada,Red Sea,Egypt
1657,Sales Back Office - Alex,Full Time,On-site,Fine Hygienic Holding,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Entry Level,1 - 3 Yrs of Exp,Smouha,Alexandria,Egypt
1658,Sales Business,Full Time,On-site,Outservingplus,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,Entry Level,1 - 1 Yrs of Exp,UnKnown,Giza,Egypt
1659,Sales Business Developer,Full Time,On-site,Gulf Data International,https://wuzzuf.net/jobs/careers/Gulf-Data-International-Egypt-17379,Experienced,2 - 4 Yrs of Exp,Maadi,Cairo,Egypt
1660,Sales Consultant,Full Time,On-site,Samcrete Engineers & contractors,https://wuzzuf.net/jobs/careers/Samcrete-Egypt-74991,Experienced,5 - 7 Yrs of Exp,6th of October,Giza,Egypt
1661,Sales Consultant,Full Time,On-site,Wadi Degla Clubs,https://wuzzuf.net/jobs/careers/Wadi-Degla-Clubs--Egypt-14583,Entry Level,0 - 2 Yrs of Exp,UnKnown,Cairo,Egypt
1662,Sales Coordinator,Full Time,On-site,Power Solutions,https://wuzzuf.net/jobs/careers/PS-Egypt-9190,Experienced,2 - 5 Yrs of Exp,6th of October,Giza,Egypt
1663,Sales Development Representative,Full Time,Remote,Confidential,UnKnown,Entry Level,1+ Yrs of Exp,UnKnown,Detroit,United States
1664,Sales Director,Full Time,On-site,Protect me,https://wuzzuf.net/jobs/careers/Protect me-Egypt-120326,Senior Management,10 - 13 Yrs of Exp,New Cairo,Cairo,Egypt
1665,Sales Director – Real Estate,Full Time,On-site,Confidential,UnKnown,Senior Management,8 - 15 Yrs of Exp,Heliopolis,Cairo,Egypt
1666,Sales Engineer,Full Time,On-site,Misr International Systems,https://wuzzuf.net/jobs/careers/Misr-International-Systems-Egypt-4384,Experienced,3 - 7 Yrs of Exp,Giza,Giza,Egypt
1667,Sales Engineer,Full Time,On-site,ADDesigner,https://wuzzuf.net/jobs/careers/ADDesigner-Egypt-44174,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1668,Sales Engineer,Full Time,On-site,Samcrete Engineers & contractors,https://wuzzuf.net/jobs/careers/Samcrete-Egypt-74991,Experienced,5 - 10 Yrs of Exp,UnKnown,Giza,Egypt
1669,Sales Engineer,Full Time,Hybrid,kHE woodworking solution,https://wuzzuf.net/jobs/careers/kHE woodworking solution-Egypt-113745,Experienced,2 - 4 Yrs of Exp,Nasr City,Cairo,Egypt
1670,Sales Engineer,Full Time,On-site,Ahram Security Group,https://wuzzuf.net/jobs/careers/Ahram-Security-Group-Egypt-9898,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1671,Sales Engineer,Full Time,UnKnown,Time Doctor,https://wuzzuf.net/jobs/careers/time-doctor-united-arab-emirates-128425,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1672,Sales Engineer (Data Center solution),Full Time,On-site,ISST-FIBER OCEAN,https://wuzzuf.net/jobs/careers/-117487,Experienced,4 - 7 Yrs of Exp,Maadi,Cairo,Egypt
1673,Sales Engineer - Contractors Sector,Full Time,On-site,Ashtechs,https://wuzzuf.net/jobs/careers/Ashtechs-Egypt-30347,Experienced,10 - 20 Yrs of Exp,UnKnown,Cairo,Egypt
1674,Sales Engineer - Ready Mix Concrete,Full Time,On-site,Better Home,https://wuzzuf.net/jobs/careers/Better-Homes---Egypt-Egypt-12401,Entry Level,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1675,Sales Engineer – ABB LV Products,Full Time,On-site,Accurate projects,https://wuzzuf.net/jobs/careers/accurate-projects-egypt-128382,Experienced,2 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1676,Sales Engineer – ABB LV Products (Wholesale & Retail Channel),Full Time,On-site,Accurate projects,https://wuzzuf.net/jobs/careers/accurate-projects-egypt-128382,Entry Level,2 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1677,Sales Executive,Full Time,Hybrid,Track International Trade,https://wuzzuf.net/jobs/careers/track-international-trade-egypt-128785,Experienced,0 - 2 Yrs of Exp,Mokattam,Cairo,Egypt
1678,Sales Executive,Full Time,On-site,Raqmix Smart Solutions,https://wuzzuf.net/jobs/careers/Raqmix Smart Solutions-Egypt-127338,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1679,Sales Executive,Full Time,On-site,Polaris for Logistics service,https://wuzzuf.net/jobs/careers/Polaris for Logistics service-Egypt-126680,Experienced,2 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1680,Sales Executive (Sharm El Sheikh) (Outdoor-B2B-HORECA),Full Time,On-site,Fine Hygienic Holding,https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Entry Level,1 - 3 Yrs of Exp,Sharm Alsheikh,South Sinai,Egypt
1681,Sales Executive - Auto Loan,Full Time,Hybrid,Aman,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,Entry Level,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1682,Sales Intern,Internship,On-site,Los Amigos,https://wuzzuf.net/jobs/careers/www-losamigosgtc-com-91953,Entry Level,UnKnown,New Cairo,Cairo,Egypt
1683,Sales Manager,Full Time,On-site,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,Manager,10 - 15 Yrs of Exp,Mohandessin,Giza,Egypt
1684,Sales Manager,Full Time,On-site,Allianz,https://wuzzuf.net/jobs/careers/Allianz-Egypt-14076,Manager,10+ Yrs of Exp,New Cairo,Cairo,Egypt
1685,Sales Manager,Full Time,On-site,J AND C INC,https://wuzzuf.net/jobs/careers/--127447,Experienced,2 - 8 Yrs of Exp,UnKnown,Casablanca,Morocco
1686,Sales Manager,Full Time,On-site,Khaled Khoshala for Industry  and Trading Co. (Avanti),https://wuzzuf.net/jobs/careers/Khaled Khoshala for Industry and Trading Co. (Avanti)-Egypt-127608,Manager,10+ Yrs of Exp,Obour City,Cairo,Egypt
1687,Sales Manager,Full Time,On-site,Confidential,UnKnown,Manager,5 - 7 Yrs of Exp,Mohandessin,Giza,Egypt
1688,Sales Manager,Full Time,On-site,Nawar,https://wuzzuf.net/jobs/careers/Nawar-Bulgaria-126459,Manager,5 - 10 Yrs of Exp,UnKnown,Tagiura,Libya
1689,Sales Manager,Full Time,On-site,Yopack For Carton Manufacturing,https://wuzzuf.net/jobs/careers/Yopack-For-Carton-Manufacturing-Egypt-124894,Manager,1 - 3 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1690,Sales Manager,Full Time,On-site,Carofi,https://wuzzuf.net/jobs/careers/Carofi-Egypt-107712,Manager,5 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1691,Sales Manager - Physical Security Systems,Full Time,On-site,CompuGeorge,https://wuzzuf.net/jobs/careers/CompuGeorge-Egypt-7834,Manager,10 - 12 Yrs of Exp,Mohandessin,Giza,Egypt
1692,Sales Manager Hotels and Properties,Full Time,On-site,Confidential,UnKnown,Manager,5+ Yrs of Exp,UnKnown,Cairo,Egypt
1693,Sales Marketing Executive,Full Time,On-site,Karisma marketing,https://wuzzuf.net/jobs/careers/--118027,Experienced,2 - 4 Yrs of Exp,Sheraton,Cairo,Egypt
1694,Sales Marketing Executive,Full Time,On-site,Al Safa,https://wuzzuf.net/jobs/careers/Al-Safa-Egypt-35008,Experienced,5 - 10 Yrs of Exp,Nasr City,Cairo,Egypt
1695,Sales Marketing Executive,Full Time,Hybrid,GEC,https://wuzzuf.net/jobs/careers/-126344,Entry Level,1 - 3 Yrs of Exp,Obour City,Cairo,Egypt
1696,Sales Marketing Executive,Full Time,On-site,Black Horse for petroleum services and pipes trading,https://wuzzuf.net/jobs/careers/--119780,Experienced,2 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1697,Sales Operations,Full Time,On-site,Civilia Developments,https://wuzzuf.net/jobs/careers/-123668,Experienced,3 - 10 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1698,Sales Operations Assistant Manager,Full Time,On-site,Minlo,https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,Experienced,9 - 11 Yrs of Exp,Heliopolis,Cairo,Egypt
1699,Sales Operations Specialist,Full Time,On-site,Wadi Degla Clubs,https://wuzzuf.net/jobs/careers/Wadi-Degla-Clubs--Egypt-14583,Experienced,2+ Yrs of Exp,Maadi,Cairo,Egypt
1700,Sales Operations Supervisor-Real Estate,Full Time,On-site,Confidential,UnKnown,Experienced,5 - 7 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1701,Sales Operations supervisor - Real Estate,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Obour City,Cairo,Egypt
1702,Sales Property Consultant,Full Time,On-site,Lasirena Group,https://wuzzuf.net/jobs/careers/Lasirena-Group-Egypt-15655,Entry Level,1 - 2 Yrs of Exp,UnKnown,Cairo,Egypt
1703,Sales Rep. in Ryidh Saudi Arabia,Full Time,Hybrid,rank,https://wuzzuf.net/jobs/careers/rank-Egypt-122586,Entry Level,4 - 10 Yrs of Exp,UnKnown,Riyadh,Saudi Arabia
1704,Sales Represenative,Full Time,On-site,Aly Arafa,https://wuzzuf.net/jobs/careers/Aly-Arafa-Egypt-14152,Entry Level,1 - 2 Yrs of Exp,New Cairo,Cairo,Egypt
1705,Sales Representative,Full Time,Remote,Sales Hub,https://wuzzuf.net/jobs/careers/sales-hub-united-arab-emirates-128608,Experienced,2+ Yrs of Exp,UnKnown,Cairo,Egypt
1706,Sales Representative,Full Time,On-site,Regency For Trading and Supply,https://wuzzuf.net/jobs/careers/Regency-For-Trading-and-Supply-Egypt-13088,Entry Level,1 - 4 Yrs of Exp,Heliopolis,Cairo,Egypt
1707,Sales Representative,Full Time,Hybrid,Premium Card,https://wuzzuf.net/jobs/careers/Premium-Card-Egypt-766,Entry Level,0 - 3 Yrs of Exp,Bab Sharq,Alexandria,Egypt
1708,Sales Representative,Full Time,Remote,Cloutify Studios,https://wuzzuf.net/jobs/careers/Cloutify Studios-United States-126520,Experienced,3+ Yrs of Exp,UnKnown,Miami,United States
1709,Sales Representative ( Tanta ),Full Time,On-site,Soficopharm,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,Entry Level,1 - 3 Yrs of Exp,Tanta,Gharbia,Egypt
1710,Sales Representative (Cairo),Full Time,Remote,Soficopharm,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,Experienced,3 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1711,Sales Representative (Dakahlia),Full Time,On-site,Soficopharm,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,Experienced,3+ Yrs of Exp,Mansoura,Dakahlia,Egypt
1712,Sales Representative (Damanhour),Full Time,On-site,Soficopharm,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,Experienced,3+ Yrs of Exp,Damanhour,Beheira,Egypt
1713,Sales Representative (Giza),Full Time,Remote,Soficopharm,https://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731,Experienced,3 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1714,Sales Representative - Retail,Full Time,On-site,Premium Card,https://wuzzuf.net/jobs/careers/Premium-Card-Egypt-766,Entry Level,0 - 3 Yrs of Exp,UnKnown,Cairo,Egypt
1715,Sales Representative Indoor/Outdoor,Full Time,On-site,Blue Ocean Marine,https://wuzzuf.net/jobs/careers/Blue-Ocean-Marine-Egypt-79487,Entry Level,0 - 5 Yrs of Exp,Mansheya,Alexandria,Egypt
1716,Sales Specialist,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1717,Sales Specialist,Full Time,On-site,Niche Magazine,https://wuzzuf.net/jobs/careers/Niche-Magazine-Egypt-Egypt-125341,Experienced,1 - 3 Yrs of Exp,Maadi,Cairo,Egypt
1718,Sales Specialist (Automotive),Full Time,On-site,Motor Export,https://wuzzuf.net/jobs/careers/Motor-Export-United-Arab-Emirates-28815,Experienced,2 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1719,Sales Supervisor,Full Time,On-site,ECC Group,https://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801,Manager,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
1720,Sales Supervisor,Full Time,On-site,SIAMP Egypt,https://wuzzuf.net/jobs/careers/SIAMP-Egypt-Egypt-79169,Manager,6 - 7 Yrs of Exp,Obour City,Cairo,Egypt
1721,Sales Support,Full Time,On-site,Selah ElTelmeez For Publishing & printing,https://wuzzuf.net/jobs/careers/Selah-ElTelmeez-For-Publishing---printing-Egypt-31447,Entry Level,1 - 3 Yrs of Exp,UnKnown,Cairo,Egypt
1722,Sales Support Representative,Full Time,On-site,Mantrac,https://wuzzuf.net/jobs/careers/Mantrac-Egypt-27769,Entry Level,1+ Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1723,Sales Teamleader,Full Time,On-site,The Polygon Real Estate,https://wuzzuf.net/jobs/careers/The Polygon Real Estate-Egypt-105732,Manager,3+ Yrs of Exp,Sheikh Zayed,Giza,Egypt
1724,Sales and Marketing Specialist,Full Time,On-site,TRACO FOR ENGINEERING INDUSTRIES,https://wuzzuf.net/jobs/careers/TRACO FOR ENGINEERING INDUSTRIES-Egypt-126541,Experienced,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1725,Sales and Support Representative,Hybrid,Part Time,Checkin Lingua,https://wuzzuf.net/jobs/careers/checkin-lingua-egypt-127732,Experienced,0 - 15 Yrs of Exp,UnKnown,Cairo,Egypt
1726,Sales b2b,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 10 Yrs of Exp,Dokki,Giza,Egypt
1727,Scaffolding & Formwork Sales Engineer,Full Time,On-site,Arab Mechanical Engineers,https://wuzzuf.net/jobs/careers/Arab-Mechanical-Engineers-Egypt-40225,Experienced,2 - 3 Yrs of Exp,Nasr City,Cairo,Egypt
1728,School Principal,Full Time,On-site,Cardiff Modern School,https://wuzzuf.net/jobs/careers/-37261,Manager,4 - 20 Yrs of Exp,Badr City,Cairo,Egypt
1729,School Principal-American Division,Full Time,On-site,International Modern School,https://wuzzuf.net/jobs/careers/International-Modern-School-Egypt-18703,Manager,2 - 20 Yrs of Exp,Shorouk City,Cairo,Egypt
1730,Scientific Officer - Water Quality & Environmental Monitoring,Full Time,On-site,DIAMOND ALLIANCE SERVICES,https://wuzzuf.net/jobs/careers/DIAMOND ALLIANCE SERVICES-Egypt-84965,Experienced,5+ Yrs of Exp,UnKnown,Kano,Nigeria
1731,Secretary,Full Time,On-site,Areej Alalam,https://wuzzuf.net/jobs/careers/areej-alalam-egypt-128586,Entry Level,1 - 3 Yrs of Exp,Mansoura,Dakahlia,Egypt
1732,Security Manager,Full Time,On-site,Confidential,UnKnown,Manager,10 - 15 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1733,Security Supervisor,Full Time,UnKnown,Marriott International,https://wuzzuf.net/jobs/careers/marriott-international-united-arab-emirates-128347,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1734,Senior .NET Developer,Full Time,On-site,Dynamicslink,https://wuzzuf.net/jobs/careers/Dynamicslink-Egypt-21303,Experienced,2 - 4 Yrs of Exp,Nasr City,Cairo,Egypt
1735,Senior A/P Accountant / SAP User,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1736,Senior AI Engineer,Full Time,Hybrid,Lumin,https://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729,Experienced,3 - 5 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1737,Senior AI Engineer,Full Time,On-site,COB Solution,https://wuzzuf.net/jobs/careers/COB Solution-Egypt-112388,Experienced,5 - 6 Yrs of Exp,Maadi,Cairo,Egypt
1738,Senior AP Accountant,Full Time,On-site,T&D Design,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,Experienced,6 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
1739,Senior AR Accountant,Full Time,On-site,Al Ahly capital holding - Al Ahly Tamkeen,https://wuzzuf.net/jobs/careers/Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Egypt-63503,Experienced,3 - 5 Yrs of Exp,Zamalek,Cairo,Egypt
1740,Senior Accountant,Full Time,On-site,Confidential,UnKnown,Experienced,4 - 5 Yrs of Exp,UnKnown,Giza,Egypt
1741,Senior Accountant,Full Time,On-site,KTS International,https://wuzzuf.net/jobs/careers/KTS International-Egypt-105796,Experienced,5 - 7 Yrs of Exp,UnKnown,Cairo,Egypt
1742,Senior Accountant,Full Time,On-site,Al Hayat Medical Clinics,https://wuzzuf.net/jobs/careers/Al-Hayat-Capital-Egypt-78025,Experienced,5+ Yrs of Exp,Mokattam,Cairo,Egypt
1743,Senior Accountant,Full Time,On-site,Nassar Group,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,Experienced,5+ Yrs of Exp,Qalyub,Qalubia,Egypt
1744,Senior Accountant,Full Time,On-site,oworkers,https://wuzzuf.net/jobs/careers/oworkers-United-Kingdom-26841,Experienced,5 - 7 Yrs of Exp,Maadi,Cairo,Egypt
1745,Senior Accountant,Full Time,On-site,Allianz,https://wuzzuf.net/jobs/careers/Allianz-Egypt-14076,Experienced,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
1746,Senior Accountant,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 8 Yrs of Exp,6th of October,Giza,Egypt
1747,Senior Accountant,Full Time,On-site,mavericks power,https://wuzzuf.net/jobs/careers/maverick-power-Egypt-109708,Experienced,8 - 11 Yrs of Exp,Dokki,Giza,Egypt
1748,Senior Accountant,Full Time,On-site,Sprints.ai,https://wuzzuf.net/jobs/careers/Sprints-ai-Egypt-44269,Experienced,4 - 6 Yrs of Exp,Maadi,Cairo,Egypt
1749,Senior Accountant,Full Time,On-site,nagaty global,https://wuzzuf.net/jobs/careers/-127584,Experienced,3 - 8 Yrs of Exp,Mohandessin,Giza,Egypt
1750,Senior Accountant,Full Time,On-site,El Arabia for Import and Export,https://wuzzuf.net/jobs/careers/العربية-Egypt-118257,Experienced,3 - 5 Yrs of Exp,Mokattam,Cairo,Egypt
1751,Senior Accountant,Full Time,On-site,Sunshine For Logistic Service s,https://wuzzuf.net/jobs/careers/Sunshine For Logistic Services-Egypt-112254,Experienced,4 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1752,Senior Accountant,Full Time,On-site,TA telecom,https://wuzzuf.net/jobs/careers/TA-telecom-Egypt-60503,Experienced,5+ Yrs of Exp,Maadi,Cairo,Egypt
1753,Senior Accountant,Full Time,On-site,Power House Egypt,https://wuzzuf.net/jobs/careers/Power-House-Egypt-Egypt-17779,Experienced,3 - 5 Yrs of Exp,6th of October,Giza,Egypt
1754,Senior Accountant,Full Time,On-site,Flordor,https://wuzzuf.net/jobs/careers/Flordor-Egypt-114739,Entry Level,1 - 3 Yrs of Exp,Hurghada,Red Sea,Egypt
1755,Senior Accountant,Full Time,On-site,Confidential,UnKnown,Experienced,8 - 15 Yrs of Exp,Maadi,Cairo,Egypt
1756,Senior Accountant - English Accounting,Full Time,On-site,Travco Asset Management & Rental,https://wuzzuf.net/jobs/careers/Travco-Group-Internationl-Holding-Egypt-18837,Experienced,4+ Yrs of Exp,Sheikh Zayed,Giza,Egypt
1757,Senior Accountant For Real State,Full Time,On-site,SAK Developments,https://wuzzuf.net/jobs/careers/Sak-Developments-Egypt-37596,Experienced,4 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
1758,Senior Accountant-Real Estate,Full Time,Hybrid,Confidential,UnKnown,Experienced,5 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
1759,Senior Accounting Officer,Full Time,On-site,International Business Systems I.B.S.,https://wuzzuf.net/jobs/careers/International-Business-Systems-I-B-S--Egypt-4517,Experienced,5 - 15 Yrs of Exp,Mokattam,Cairo,Egypt
1760,Senior Administrative Assistant,Full Time,On-site,EgyptianEuropean,https://wuzzuf.net/jobs/careers/EgyptianEuropean-Egypt-52957,Experienced,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1761,Senior Android Developer,Full Time,Hybrid,Expert Apps,https://wuzzuf.net/jobs/careers/Expert-Apps-Egypt-50784,Experienced,5+ Yrs of Exp,Maadi,Cairo,Egypt
1762,Senior Angular Developer,Full Time,On-site,Al Ateeq Software,https://wuzzuf.net/jobs/careers/Al-Ateeq-Software-Egypt-111883,Experienced,5 - 7 Yrs of Exp,Heliopolis,Cairo,Egypt
1763,Senior Architect Engineer,Full Time,On-site,EGYGAB Developments,https://wuzzuf.net/jobs/careers/EGYGAB-Developments-Egypt-15314,Experienced,4 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
1764,Senior Associate - Contract Management (UAE National),Full Time,UnKnown,Emirates Global Aluminium (EGA),https://wuzzuf.net/jobs/careers/Emirates Global Aluminium (EGA)-United Arab Emirates-112847,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1765,Senior Auditor,Full Time,On-site,nagaty global,https://wuzzuf.net/jobs/careers/-127584,Experienced,3 - 8 Yrs of Exp,Mohandessin,Giza,Egypt
1766,Senior Back End Developer,Full Time,On-site,Misbar Alkawn,https://wuzzuf.net/jobs/careers/-118951,Experienced,5+ Yrs of Exp,Nasr City,Cairo,Egypt
1767,Senior Backend (Node.js),Full Time,Hybrid,Erada,https://wuzzuf.net/jobs/careers/Erada-Egypt-89969,Experienced,3 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1768,Senior Backend Developer,Full Time,On-site,EZeats,https://wuzzuf.net/jobs/careers/EZeats-Egypt-115140,Experienced,3 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
1769,Senior Backend Developer,Full Time,On-site,Confidential,UnKnown,Experienced,3+ Yrs of Exp,Maadi,Cairo,Egypt
1770,Senior Backend Developer,Full Time,Remote,K Line Europe,https://wuzzuf.net/jobs/careers/-92966,Experienced,3+ Yrs of Exp,UnKnown,Cairo,Egypt
1771,Senior Brand Manager (EVA Cosmetics),Full Time,On-site,Akhnaton Trading and distribution - EVA Group Limted,https://wuzzuf.net/jobs/careers/Akhnaton-for-Trading---Distributing--Egypt-22671,Manager,6 - 8 Yrs of Exp,Abdeen,Cairo,Egypt
1772,Senior Budget Analyst (Federal Accounts),Full Time,UnKnown,Department of Finance - Abu Dhabi,https://wuzzuf.net/jobs/careers/Department of Finance - Abu Dhabi-United Arab Emirates-127232,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
1773,Senior Build Systems Backend Engineer,Full Time,UnKnown,Canonical,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
1774,Senior Business Analyst,Full Time,Remote,Confidential,UnKnown,Experienced,4 - 6 Yrs of Exp,UnKnown,Giza,Egypt
1775,Senior Business Developer,Full Time,Hybrid,Bayan-tech,https://wuzzuf.net/jobs/careers/Teqneyat--Egypt-7105,Experienced,3 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1776,Senior Business Developer,Full Time,On-site,Aqarmap.com,https://wuzzuf.net/jobs/careers/Aqarmap-com-Egypt-3836,Experienced,3 - 4 Yrs of Exp,Nasr City,Cairo,Egypt
1777,Senior Business Development Executive,Full Time,On-site,Nile Air,https://wuzzuf.net/jobs/careers/Nile-Air-Egypt-29694,Experienced,5 - 8 Yrs of Exp,Heliopolis,Cairo,Egypt
1778,Senior Business Development Executive - SaaS HRMS,Full Time,On-site,Mawared Hr system,https://wuzzuf.net/jobs/careers/Mawared-Hr-system-Egypt-123446,Experienced,3 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1779,Senior Business Excellence Specialist,Full Time,On-site,Al Marasem Group,https://wuzzuf.net/jobs/careers/Al-Marasem-International-for-Development-Egypt-18792,Experienced,5+ Yrs of Exp,New Cairo,Cairo,Egypt
1780,Senior Business Process Specialist,Full Time,On-site,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,Experienced,3 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1781,Senior Calibration Technical Office,Full Time,On-site,Reavera,https://wuzzuf.net/jobs/careers/reavera-egypt-128525,Experienced,2 - 4 Yrs of Exp,6th of October,Giza,Egypt
1782,Senior Cloud Administrator,Full Time,Hybrid,Seoudi Supermarket,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,Experienced,5 - 7 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1783,Senior Commissioning Engineer,Full Time,On-site,IETOS,https://wuzzuf.net/jobs/careers/IETOS-Egypt-37034,Experienced,4 - 6 Yrs of Exp,Sheraton,Cairo,Egypt
1784,Senior Compensation & Benefits Specialist,Full Time,On-site,Egypt Education Platform,https://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339,Experienced,4 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1785,Senior Compensation and Benefits Specialist,Full Time,On-site,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,Experienced,3 - 5 Yrs of Exp,UnKnown,Giza,Egypt
1786,Senior Cost Accountant,Full Time,On-site,EGYTRAFO,https://wuzzuf.net/jobs/careers/EGYTRAFO-Egypt-12456,Experienced,5 - 7 Yrs of Exp,Badr City,Cairo,Egypt
1787,Senior Cost Accountant,Full Time,On-site,Kandil Glass,https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,Experienced,5 - 7 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1788,Senior Cost Accountant,Full Time,On-site,Etisal EG,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,Experienced,5 - 8 Yrs of Exp,New Cairo,Cairo,Egypt
1789,Senior Cost Accountant,Full Time,On-site,Alforat,https://wuzzuf.net/jobs/careers/alforat-Egypt-28304,Experienced,10 - 15 Yrs of Exp,UnKnown,Alexandria,Egypt
1790,Senior Cost Accountant,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1791,Senior Cost Accountant (Infrastructure),Full Time,On-site,Nasr City For Trading and Contracting (NCTC),https://wuzzuf.net/jobs/careers/Nasr-City-For-Trading-and-Contracting--NCTC--Egypt-115291,Experienced,7+ Yrs of Exp,Nasr City,Cairo,Egypt
